claim_id,date_claimed,actor,country,actor_category,claim_verbatim,topic_tag,platform,post_url,archived_url,verdict,verdict_source,source_url,source_date,views,reposts,likes,platform_corrected,claim_status,electoral_political_impact,notes
UK::C0037,2017-10-30,Farage,United Kingdom,Primary,"There are about six million Jewish people living in America … in terms of money and influence they are a very powerful lobby … the Jewish lobby, that has links with the Israeli government, is a strong voice in America.",other/antisemitism,LBC Radio,,https://web.archive.org/web/20171031000000*/https://www.thejc.com/news/nigel-farage-condemned-over-jewish-lobby-comment-hitsicm5,,Jewish Chronicle; Business Insider,https://www.thejc.com/news/nigel-farage-condemned-over-jewish-lobby-comment-hitsicm5,2017-10-31,,,,,documented-no-formal-check,,LBC phone-in 30 October 2017. Farage agreed with caller 'Ahmed' about AIPAC/Israeli lobby influence on US elections and expanded into 'Jewish lobby' language citing 'money and influence'. Jewish Chronicle and Business Insider reported condemnation from Jewish groups. Farage dismissed criticism as 'pathetic'. Did not apologise.
UK::C0038,2017-11-00,Katie Hopkins (amplifier),United Kingdom,Amplifier / network,Whites are being slaughtered in South Africa & inexplicably Appeaser May chooses to crucify herself [on visit to SA].,race/conspiracy,X/Twitter,,,Claim rated false — no evidence of white genocide in South Africa,New Statesman fact-check; BBC News analysis,https://www.newstatesman.com/world/2018/05/no-katie-hopkins-there-no-white-genocide-south-africa,2018-05-22,,,,No,fact-checked,,Part of sustained 'white genocide' South Africa campaign. BBC reported tweet also incorrectly stated SA government was 'seizing land'. Hopkins later detained by South African authorities at passport control in Feb 2018 for 'spreading racial hatred'. Source also: https://www.bbc.com/news/world-africa-45336840
UK::C0039,2017-11-29,Paul Golding / Britain First (amplifier),United Kingdom,Amplifier / network,God Bless you Trump! God Bless America! [Response to Trump retweeting Britain First anti-Muslim videos; simultaneously amplified videos including one falsely claiming 'Muslim migrant beats up Dutch boy on crutches'],anti-muslim/immigration,X/Twitter,,https://web.archive.org/web/20171201211047/https://www.nytimes.com/2017/11/29/world/europe/britain-first-trump.html,"One video false — perpetrator was Dutch-born, not Muslim migrant; second video filmed in Syrian civil war 2013; third video context misrepresented",AP Fact Check (VOA); Reuters; Dutch Embassy official statement,https://www.voanews.com/a/ap-fact-check-anti-muslim-videos/4142540.html,2017-11-29,,,,No — Twitter suspended Golding/Fransen accounts 18 Dec 2017,fact-checked,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.",Trump retweeted 3 videos posted by Fransen to his 43.6M followers. Golding celebrated. Dutch Embassy formally told Trump perpetrator 'was born and raised in the Netherlands'. AP rated video 1 false. PM Theresa May condemned retweets; described Britain First as spreading 'hateful narratives which peddle lies'. Accounts suspended 18 Dec 2017. Source also: https://time.com/5040626/trump-britain-first-muslim-video-retweet/
UK::C0040,2017-11-29,Britain First / Jayda Fransen,United Kingdom,Amplifier / network,[Three anti-Muslim videos retweeted by US President Trump from Jayda Fransen's account — one mislabelled as 'Muslim migrant beats up Dutch boy on crutches' when the attacker was not Muslim],anti-muslim disinformation,Twitter,,,Hope Not Hate documents this as the moment Britain First achieved global reach via Trump amplification; two of the three videos were later debunked as mislabelled,Hope Not Hate / PBS NewsHour,https://hopenothate.org.uk/wp-content/uploads/2018/03/State-of-Hate-2018.pdf,2018-03-01,,,,Amplified to Trump's 44m+ Twitter followers,documented-no-formal-check,"Immigration salience is the strongest documented correlate of Reform support (68% of 2024 Reform voters; 74% of 'immigration-top-issue' voters backed Reform — YouGov; BBC 2025 locals). Correlation, not proven single-claim causation.","State of Hate 2018: Jayda Fransen's page was the second fastest growing in the UK in December 2017 (after the Queen), gaining 37,582 likes in December alone. Britain First Facebook page had 1,948,000 likes — second most-liked UK politics/society page after Royal Family. Trump retweeted 3 videos. PBS confirms one video (Dutch boy/crutches) used footage from 2017 not involving a Muslim: https://www.pbs.org/newshour/politics/trump-retweets-anti-muslim-videos-from-british-far-right-leader"
UK::C0041,2017-12-18,Paul Golding / Britain First (amplifier),United Kingdom,Amplifier / network,[Twitter account suspended alongside Fransen and Britain First in platform hate-speech purge following Trump retweet controversy],anti-muslim,X/Twitter,,,Suspended for hate speech,Twitter/X official action; Business Insider,https://www.businessinsider.com/twitter-suspended-britain-first-jayda-fransen-paul-golding-hate-purge-2017-12,2017-12-18,,,,Yes — suspended; later rejoined on alternative platform Gab,documented-no-formal-check,,"Twitter revised hate speech rules; suspended Golding, Fransen and Britain First accounts. Britain First directed followers to Gab. Facebook ban followed March 2018. Source: Business Insider"
UK::C0042,2018-02-00,Katie Hopkins (amplifier),United Kingdom,Amplifier / network,Claims while in South Africa promoting 'white genocide' conspiracy: 'The violent ethnic cleansing of white farmers by armed black gangs is infuriating & heartbreaking.',race/conspiracy,X/Twitter,,,False — statistics do not support white genocide claim,BBC News; New Statesman,https://www.bbc.com/news/world-africa-45336840,2018-08-31,,,,No — Hopkins's passport confiscated by South African authorities for 'spreading racial hatred',fact-checked,,Hopkins detained at Johannesburg airport in Feb 2018; passport marked. SA authorities cited racial hatred. New Statesman analysis found farm murder rates declining and disproportionate share of murder victims are Black. Source: https://www.newstatesman.com/world/2018/05/no-katie-hopkins-there-no-white-genocide-south-africa
UK::C0043,2018-02-09,Farage,United Kingdom,Primary,[Retweeted Paul Joseph Watson post aimed at George Soros — part of a pattern of amplifying antisemitic/far-right tropes about Soros],antisemitism / conspiracy,Twitter,,,Hope Not Hate documents the retweet as Farage amplifying far-right anti-Soros messaging; he strongly denied the comments were antisemitic,Hope Not Hate,https://hopenothate.org.uk/wp-content/uploads/2018/03/State-of-Hate-2018.pdf,2018-03-01,,,,,documented-no-formal-check,,"State of Hate 2018. Farage retweeted Watson on 9 February. In November 2017, Farage questioned Soros and OSF alleged influence in European Parliament, stating it 'could be the biggest level of international political collusion in history'. Farage told Sky News if borders not controlled 'there may be one more great big european battle to be fought.'"
UK::C0044,2018-03-14,Paul Golding / Britain First (amplifier),United Kingdom,Amplifier / network,[Britain First's Facebook page banned March 2018 after reaching 1.9 million likes — second most-liked page in UK politics/society after Royal Family; at ban it was the fastest-growing UK politics/society page],extremism / reach,Facebook,,,Hope Not Hate documents Britain First Facebook reach as evidence of far-right mainstreaming through social media; banned by Facebook for hate speech; Golding and Fransen also subsequently jailed for religiously aggravated harassment,Hope Not Hate / New York Times,https://hopenothate.org.uk/wp-content/uploads/2018/03/State-of-Hate-2018.pdf,2018-03-01,1900000,,,Yes,documented-no-formal-check,,"State of Hate 2018. Britain First Facebook: 1,948,000 likes (vs Labour 1,014,000; Conservatives 652,000). NYT confirms Facebook ban: https://www.nytimes.com/2018/03/14/world/facebook-ban-britain-first.html. Jayda Fransen page second fastest growing in UK (after Queen) in December 2017, gaining 37,582 likes in December alone. Britain First also banned from Twitter in February 2017."
UK::C0045,2018-03-28,Yaxley-Lennon,United Kingdom,Primary,"90% of grooming gang convictions are Muslims [tweeted, leading to first Twitter suspension]",grooming-gangs/anti-muslim,Twitter,,,False — Home Office data does not support this statistic; white men are primary offenders across child sexual abuse as a whole (Jay Review 2022; CSO Hate 2025),BBC / MEND,https://www.bbc.com/news/technology-43572168,2018-03-28,,,,"Yes — Twitter temporarily suspended account for this tweet, then permanently banned for follow-up tweet",fact-checked,Jan 2025 grooming-gangs episode: Musk net favourability fell to -35 but Reform polling held at record highs (More in Common; YouGov Jan 2025).,BBC confirmed this was the specific tweet triggering first suspension. Home Office and Jay Review data contradict the 90% figure. CSO Hate report (2025): https://www.csohate.org/wp-content/uploads/2025/05/Elon-Musk-X-and-Amplification-of-Islamophobia-in-the-UK-1.pdf
UK::C0046,2018-03-28,Yaxley-Lennon,United Kingdom,Primary,Islam promotes killing people [tweeted; Twitter permanently banned account citing hateful conduct],anti-muslim/other,Twitter,,,,MEND,https://www.mend.org.uk/tommy-robinson-permanently-removed-twitter/,2018-03-29,,,,Yes — permanently banned,documented-no-formal-check,,Robinson stated publicly this was the post that led to permanent ban. MEND article 29 March 2018 confirms. Business Insider reports ban: https://www.businessinsider.com/tommy-robinson-banned-from-twitter-2018-3
UK::C0047,2018-04-01,Farage,United Kingdom,Primary,"They also want to abolish the nation state — they want to get rid of it. They want to replace it with the globalist project, and the European Union is the prototype for the new world order.",other/conspiracy,TV/online (InfoWars — Alex Jones interview),,https://web.archive.org/web/20180401000000*/https://hopenothate.org.uk/2024/09/24/everything-you-need-to-know-farage/,,Hope Not Hate,https://hopenothate.org.uk/2024/09/24/everything-you-need-to-know-farage/,2024-09-24,,,,,documented-no-formal-check,,"InfoWars interview with Alex Jones, April 2018 (date approximate per Hope Not Hate). Farage used 'new world order' and 'globalist' framing coded to antisemitic conspiracy theories. Hope Not Hate documented as part of Farage's conspiratorial rhetoric pattern."
UK::C0048,2018-05-25,Yaxley-Lennon,United Kingdom,Primary,"[Livestreamed on Facebook outside Leeds Crown Court during grooming gang trial while jury deliberated; encouraged followers to 'harass a defendant by finding him, knocking on his door, following him'; footage viewed 250,000 times]",grooming-gangs/crime,other (Facebook Live),,,False legal claim — two High Court judges found he had 'seriously impeded the course of justice' and encouraged vigilante action; convicted of contempt of court,UK High Court (Old Bailey July 2019) / BBC,https://www.bbc.com/news/uk-48950672,2019-07-11,250000,,,No — Facebook subsequently banned Robinson Feb 2019,fact-checked,Jan 2025 grooming-gangs episode: Musk net favourability fell to -35 but Reform polling held at record highs (More in Common; YouGov Jan 2025).,Court finding confirmed: Dame Victoria Sharp and Mr Justice Warby ruling July 2019. Original 13-month sentence (May 2018) quashed on procedural grounds; retried and re-sentenced 9 months July 2019. BBC: https://www.bbc.com/news/uk-england-leeds-44287640. LEGAL REVIEW NEEDED — prior contempt proceedings (concluded).
UK::C0049,2018-05-25,Katie Hopkins (amplifier),United Kingdom,Amplifier / network,Tommy warned us about these rape gangs. You laughed and called him a racist. Tommy will die in prison at the hands of these gangs. You will laugh and say it served him right. Then you will remember YOU have a daughter #TommyRobinson,tommy robinson support / rape gangs,Twitter,https://twitter.com/KTHopkins/status/1000051885343170560,https://web.archive.org/web/20180525174043/https://twitter.com/KTHopkins/status/1000051885343170560,unverified — no published check,,,,,,,Unknown,archived-only,,Verbatim confirmed from direct static HTML fetch. Posted on day Robinson was jailed for contempt of court. Hopkins permanently banned from Twitter June 2020.
